AR	ind	sample_id	region	sex	median_cov	normalized_cov
TSPY	ERR1025623	S_Georgian-1	WestEurasia	XY	591	29.55
VCY	ERR1025623	S_Georgian-1	WestEurasia	XY	24	1.2
XKRY	ERR1025623	S_Georgian-1	WestEurasia	XY	45	2.25
CDY	ERR1025623	S_Georgian-1	WestEurasia	XY	68	3.4
HSFY	ERR1025623	S_Georgian-1	WestEurasia	XY	41	2.05
RBMY1A1	ERR1025623	S_Georgian-1	WestEurasia	XY	150	7.5
PRY	ERR1025623	S_Georgian-1	WestEurasia	XY	76	3.8
BPY2	ERR1025623	S_Georgian-1	WestEurasia	XY	57	2.85
DAZ	ERR1025623	S_Georgian-1	WestEurasia	XY	74	3.7
chrY.background	ERR1025623	S_Georgian-1	WestEurasia	XY	20	1
TGIF2LY	ERR1025624	S_Georgian-2	WestEurasia	XY	7	0.4375
PCDH11Y	ERR1025624	S_Georgian-2	WestEurasia	XY	9	0.5625
SRY	ERR1025624	S_Georgian-2	WestEurasia	XY	16	1
RPS4Y1	ERR1025624	S_Georgian-2	WestEurasia	XY	16	1
ZFY	ERR1025624	S_Georgian-2	WestEurasia	XY	16	1
AMELY	ERR1025624	S_Georgian-2	WestEurasia	XY	16	1
TBL1Y	ERR1025624	S_Georgian-2	WestEurasia	XY	15	0.9375
PRKY	ERR1025624	S_Georgian-2	WestEurasia	XY	15	0.9375
USP9Y	ERR1025624	S_Georgian-2	WestEurasia	XY	16	1
DBY	ERR1025624	S_Georgian-2	WestEurasia	XY	17	1.0625
UTY	ERR1025624	S_Georgian-2	WestEurasia	XY	17	1.0625
TMSB4Y	ERR1025624	S_Georgian-2	WestEurasia	XY	16	1
NLGN4Y	ERR1025624	S_Georgian-2	WestEurasia	XY	16	1
TXLNGY	ERR1025624	S_Georgian-2	WestEurasia	XY	17	1.0625
KDM5D	ERR1025624	S_Georgian-2	WestEurasia	XY	17	1.0625
EIF1AY	ERR1025624	S_Georgian-2	WestEurasia	XY	18	1.125
RPS4Y2	ERR1025624	S_Georgian-2	WestEurasia	XY	15	0.9375
TSPY	ERR1025624	S_Georgian-2	WestEurasia	XY	465	29.0625
VCY	ERR1025624	S_Georgian-2	WestEurasia	XY	19	1.1875
XKRY	ERR1025624	S_Georgian-2	WestEurasia	XY	34	2.125
CDY	ERR1025624	S_Georgian-2	WestEurasia	XY	70	4.375
HSFY	ERR1025624	S_Georgian-2	WestEurasia	XY	32	2
RBMY1A1	ERR1025624	S_Georgian-2	WestEurasia	XY	120	7.5
PRY	ERR1025624	S_Georgian-2	WestEurasia	XY	58	3.625
BPY2	ERR1025624	S_Georgian-2	WestEurasia	XY	48	3
DAZ	ERR1025624	S_Georgian-2	WestEurasia	XY	63	3.9375
chrY.background	ERR1025624	S_Georgian-2	WestEurasia	XY	16	1
TGIF2LY	ERR1025625	S_Hazara-1	SouthAsia	XY	14	0.482758620689655
PCDH11Y	ERR1025625	S_Hazara-1	SouthAsia	XY	15	0.517241379310345
SRY	ERR1025625	S_Hazara-1	SouthAsia	XY	31	1.06896551724138
RPS4Y1	ERR1025625	S_Hazara-1	SouthAsia	XY	31	1.06896551724138
ZFY	ERR1025625	S_Hazara-1	SouthAsia	XY	31	1.06896551724138
AMELY	ERR1025625	S_Hazara-1	SouthAsia	XY	28	0.96551724137931
TBL1Y	ERR1025625	S_Hazara-1	SouthAsia	XY	28	0.96551724137931
PRKY	ERR1025625	S_Hazara-1	SouthAsia	XY	27	0.931034482758621
USP9Y	ERR1025625	S_Hazara-1	SouthAsia	XY	31	1.06896551724138
DBY	ERR1025625	S_Hazara-1	SouthAsia	XY	32	1.10344827586207
UTY	ERR1025625	S_Hazara-1	SouthAsia	XY	31	1.06896551724138
TMSB4Y	ERR1025625	S_Hazara-1	SouthAsia	XY	31	1.06896551724138
NLGN4Y	ERR1025625	S_Hazara-1	SouthAsia	XY	30	1.03448275862069
TXLNGY	ERR1025625	S_Hazara-1	SouthAsia	XY	31	1.06896551724138
KDM5D	ERR1025625	S_Hazara-1	SouthAsia	XY	31	1.06896551724138
EIF1AY	ERR1025625	S_Hazara-1	SouthAsia	XY	29	1
RPS4Y2	ERR1025625	S_Hazara-1	SouthAsia	XY	30	1.03448275862069
TSPY	ERR1025625	S_Hazara-1	SouthAsia	XY	809	27.8965517241379
VCY	ERR1025625	S_Hazara-1	SouthAsia	XY	36	1.24137931034483
XKRY	ERR1025625	S_Hazara-1	SouthAsia	XY	62	2.13793103448276
CDY	ERR1025625	S_Hazara-1	SouthAsia	XY	95	3.27586206896552
HSFY	ERR1025625	S_Hazara-1	SouthAsia	XY	60	2.06896551724138
RBMY1A1	ERR1025625	S_Hazara-1	SouthAsia	XY	215	7.41379310344828
PRY	ERR1025625	S_Hazara-1	SouthAsia	XY	104	3.58620689655172
BPY2	ERR1025625	S_Hazara-1	SouthAsia	XY	87	3
DAZ	ERR1025625	S_Hazara-1	SouthAsia	XY	110	3.79310344827586
chrY.background	ERR1025625	S_Hazara-1	SouthAsia	XY	29	1
TGIF2LY	ERR1025626	S_Hazara-2	SouthAsia	XY	15	0.5
PCDH11Y	ERR1025626	S_Hazara-2	SouthAsia	XY	15	0.5
SRY	ERR1025626	S_Hazara-2	SouthAsia	XY	32	1.06666666666667
RPS4Y1	ERR1025626	S_Hazara-2	SouthAsia	XY	32	1.06666666666667
ZFY	ERR1025626	S_Hazara-2	SouthAsia	XY	32	1.06666666666667
AMELY	ERR1025626	S_Hazara-2	SouthAsia	XY	30	1
TBL1Y	ERR1025626	S_Hazara-2	SouthAsia	XY	30	1
PRKY	ERR1025626	S_Hazara-2	SouthAsia	XY	28	0.933333333333333
USP9Y	ERR1025626	S_Hazara-2	SouthAsia	XY	32	1.06666666666667
DBY	ERR1025626	S_Hazara-2	SouthAsia	XY	33	1.1
UTY	ERR1025626	S_Hazara-2	SouthAsia	XY	33	1.1
TMSB4Y	ERR1025626	S_Hazara-2	SouthAsia	XY	29	0.966666666666667
NLGN4Y	ERR1025626	S_Hazara-2	SouthAsia	XY	31	1.03333333333333
TXLNGY	ERR1025626	S_Hazara-2	SouthAsia	XY	31	1.03333333333333
KDM5D	ERR1025626	S_Hazara-2	SouthAsia	XY	31	1.03333333333333
EIF1AY	ERR1025626	S_Hazara-2	SouthAsia	XY	31	1.03333333333333
RPS4Y2	ERR1025626	S_Hazara-2	SouthAsia	XY	30	1
TSPY	ERR1025626	S_Hazara-2	SouthAsia	XY	620	20.6666666666667
VCY	ERR1025626	S_Hazara-2	SouthAsia	XY	38	1.26666666666667
XKRY	ERR1025626	S_Hazara-2	SouthAsia	XY	57	1.9
CDY	ERR1025626	S_Hazara-2	SouthAsia	XY	127	4.23333333333333
HSFY	ERR1025626	S_Hazara-2	SouthAsia	XY	60	2
RBMY1A1	ERR1025626	S_Hazara-2	SouthAsia	XY	301	10.0333333333333
PRY	ERR1025626	S_Hazara-2	SouthAsia	XY	137	4.56666666666667
BPY2	ERR1025626	S_Hazara-2	SouthAsia	XY	119	3.96666666666667
DAZ	ERR1025626	S_Hazara-2	SouthAsia	XY	171	5.7
chrY.background	ERR1025626	S_Hazara-2	SouthAsia	XY	30	1
TGIF2LY	ERR1025627	S_Hezhen-1	EastAsia	XY	9	0.473684210526316
PCDH11Y	ERR1025627	S_Hezhen-1	EastAsia	XY	10	0.526315789473684
SRY	ERR1025627	S_Hezhen-1	EastAsia	XY	19	1
RPS4Y1	ERR1025627	S_Hezhen-1	EastAsia	XY	18	0.947368421052632
ZFY	ERR1025627	S_Hezhen-1	EastAsia	XY	18	0.947368421052632
AMELY	ERR1025627	S_Hezhen-1	EastAsia	XY	19	1
TBL1Y	ERR1025627	S_Hezhen-1	EastAsia	XY	18	0.947368421052632
PRKY	ERR1025627	S_Hezhen-1	EastAsia	XY	16	0.842105263157895
USP9Y	ERR1025627	S_Hezhen-1	EastAsia	XY	20	1.05263157894737
DBY	ERR1025627	S_Hezhen-1	EastAsia	XY	19	1
UTY	ERR1025627	S_Hezhen-1	EastAsia	XY	20	1.05263157894737
TMSB4Y	ERR1025627	S_Hezhen-1	EastAsia	XY	18	0.947368421052632
NLGN4Y	ERR1025627	S_Hezhen-1	EastAsia	XY	19	1
TXLNGY	ERR1025627	S_Hezhen-1	EastAsia	XY	20	1.05263157894737
KDM5D	ERR1025627	S_Hezhen-1	EastAsia	XY	19	1
EIF1AY	ERR1025627	S_Hezhen-1	EastAsia	XY	18	0.947368421052632
RPS4Y2	ERR1025627	S_Hezhen-1	EastAsia	XY	18	0.947368421052632
TSPY	ERR1025627	S_Hezhen-1	EastAsia	XY	555	29.2105263157895
VCY	ERR1025627	S_Hezhen-1	EastAsia	XY	24	1.26315789473684
XKRY	ERR1025627	S_Hezhen-1	EastAsia	XY	41	2.15789473684211
CDY	ERR1025627	S_Hezhen-1	EastAsia	XY	63	3.31578947368421
HSFY	ERR1025627	S_Hezhen-1	EastAsia	XY	41	2.15789473684211
RBMY1A1	ERR1025627	S_Hezhen-1	EastAsia	XY	120	6.31578947368421
PRY	ERR1025627	S_Hezhen-1	EastAsia	XY	70	3.68421052631579
BPY2	ERR1025627	S_Hezhen-1	EastAsia	XY	60	3.15789473684211
DAZ	ERR1025627	S_Hezhen-1	EastAsia	XY	73	3.84210526315789
chrY.background	ERR1025627	S_Hezhen-1	EastAsia	XY	19	1
TGIF2LY	ERR1025630	S_Hungarian-2	WestEurasia	XY	8	0.421052631578947
PCDH11Y	ERR1025630	S_Hungarian-2	WestEurasia	XY	10	0.526315789473684
SRY	ERR1025630	S_Hungarian-2	WestEurasia	XY	19	1
RPS4Y1	ERR1025630	S_Hungarian-2	WestEurasia	XY	20	1.05263157894737
ZFY	ERR1025630	S_Hungarian-2	WestEurasia	XY	20	1.05263157894737
AMELY	ERR1025630	S_Hungarian-2	WestEurasia	XY	19	1
TBL1Y	ERR1025630	S_Hungarian-2	WestEurasia	XY	19	1
PRKY	ERR1025630	S_Hungarian-2	WestEurasia	XY	17	0.894736842105263
USP9Y	ERR1025630	S_Hungarian-2	WestEurasia	XY	20	1.05263157894737
DBY	ERR1025630	S_Hungarian-2	WestEurasia	XY	20	1.05263157894737
UTY	ERR1025630	S_Hungarian-2	WestEurasia	XY	20	1.05263157894737
TMSB4Y	ERR1025630	S_Hungarian-2	WestEurasia	XY	17	0.894736842105263
NLGN4Y	ERR1025630	S_Hungarian-2	WestEurasia	XY	19	1
TXLNGY	ERR1025630	S_Hungarian-2	WestEurasia	XY	19	1
KDM5D	ERR1025630	S_Hungarian-2	WestEurasia	XY	19	1
EIF1AY	ERR1025630	S_Hungarian-2	WestEurasia	XY	19	1
RPS4Y2	ERR1025630	S_Hungarian-2	WestEurasia	XY	19	1
TSPY	ERR1025630	S_Hungarian-2	WestEurasia	XY	378	19.8947368421053
VCY	ERR1025630	S_Hungarian-2	WestEurasia	XY	24	1.26315789473684
XKRY	ERR1025630	S_Hungarian-2	WestEurasia	XY	38	2
CDY	ERR1025630	S_Hungarian-2	WestEurasia	XY	62	3.26315789473684
HSFY	ERR1025630	S_Hungarian-2	WestEurasia	XY	37	1.94736842105263
RBMY1A1	ERR1025630	S_Hungarian-2	WestEurasia	XY	155	8.1578947368421
PRY	ERR1025630	S_Hungarian-2	WestEurasia	XY	66	3.47368421052632
BPY2	ERR1025630	S_Hungarian-2	WestEurasia	XY	57	3
DAZ	ERR1025630	S_Hungarian-2	WestEurasia	XY	72	3.78947368421053
chrY.background	ERR1025630	S_Hungarian-2	WestEurasia	XY	19	1
TGIF2LY	ERR1025632	S_Iranian-1	WestEurasia	XY	9	0.5
PCDH11Y	ERR1025632	S_Iranian-1	WestEurasia	XY	10	0.555555555555556
SRY	ERR1025632	S_Iranian-1	WestEurasia	XY	18	1
RPS4Y1	ERR1025632	S_Iranian-1	WestEurasia	XY	18	1
ZFY	ERR1025632	S_Iranian-1	WestEurasia	XY	18	1
AMELY	ERR1025632	S_Iranian-1	WestEurasia	XY	18	1
TBL1Y	ERR1025632	S_Iranian-1	WestEurasia	XY	18	1
PRKY	ERR1025632	S_Iranian-1	WestEurasia	XY	17	0.944444444444444
USP9Y	ERR1025632	S_Iranian-1	WestEurasia	XY	19	1.05555555555556
DBY	ERR1025632	S_Iranian-1	WestEurasia	XY	18	1
UTY	ERR1025632	S_Iranian-1	WestEurasia	XY	19	1.05555555555556
TMSB4Y	ERR1025632	S_Iranian-1	WestEurasia	XY	17	0.944444444444444
NLGN4Y	ERR1025632	S_Iranian-1	WestEurasia	XY	18	1
TXLNGY	ERR1025632	S_Iranian-1	WestEurasia	XY	19	1.05555555555556
KDM5D	ERR1025632	S_Iranian-1	WestEurasia	XY	19	1.05555555555556
EIF1AY	ERR1025632	S_Iranian-1	WestEurasia	XY	18	1
RPS4Y2	ERR1025632	S_Iranian-1	WestEurasia	XY	18	1
TSPY	ERR1025632	S_Iranian-1	WestEurasia	XY	467	25.9444444444444
VCY	ERR1025632	S_Iranian-1	WestEurasia	XY	24	1.33333333333333
XKRY	ERR1025632	S_Iranian-1	WestEurasia	XY	37	2.05555555555556
CDY	ERR1025632	S_Iranian-1	WestEurasia	XY	63	3.5
HSFY	ERR1025632	S_Iranian-1	WestEurasia	XY	40	2.22222222222222
RBMY1A1	ERR1025632	S_Iranian-1	WestEurasia	XY	157.5	8.75
PRY	ERR1025632	S_Iranian-1	WestEurasia	XY	68	3.77777777777778
BPY2	ERR1025632	S_Iranian-1	WestEurasia	XY	58	3.22222222222222
DAZ	ERR1025632	S_Iranian-1	WestEurasia	XY	72	4
chrY.background	ERR1025632	S_Iranian-1	WestEurasia	XY	18	1
TGIF2LY	ERR1025633	S_Kalash-1	SouthAsia	XY	8	0.470588235294118
PCDH11Y	ERR1025633	S_Kalash-1	SouthAsia	XY	9	0.529411764705882
SRY	ERR1025633	S_Kalash-1	SouthAsia	XY	17	1
RPS4Y1	ERR1025633	S_Kalash-1	SouthAsia	XY	18	1.05882352941176
ZFY	ERR1025633	S_Kalash-1	SouthAsia	XY	18	1.05882352941176
AMELY	ERR1025633	S_Kalash-1	SouthAsia	XY	16	0.941176470588235
TBL1Y	ERR1025633	S_Kalash-1	SouthAsia	XY	16	0.941176470588235
PRKY	ERR1025633	S_Kalash-1	SouthAsia	XY	16	0.941176470588235
USP9Y	ERR1025633	S_Kalash-1	SouthAsia	XY	19	1.11764705882353
DBY	ERR1025633	S_Kalash-1	SouthAsia	XY	18	1.05882352941176
UTY	ERR1025633	S_Kalash-1	SouthAsia	XY	19	1.11764705882353
TMSB4Y	ERR1025633	S_Kalash-1	SouthAsia	XY	17	1
NLGN4Y	ERR1025633	S_Kalash-1	SouthAsia	XY	17	1
TXLNGY	ERR1025633	S_Kalash-1	SouthAsia	XY	18	1.05882352941176
KDM5D	ERR1025633	S_Kalash-1	SouthAsia	XY	18	1.05882352941176
EIF1AY	ERR1025633	S_Kalash-1	SouthAsia	XY	17	1
RPS4Y2	ERR1025633	S_Kalash-1	SouthAsia	XY	18	1.05882352941176
TSPY	ERR1025633	S_Kalash-1	SouthAsia	XY	478	28.1176470588235
VCY	ERR1025633	S_Kalash-1	SouthAsia	XY	22	1.29411764705882
XKRY	ERR1025633	S_Kalash-1	SouthAsia	XY	34	2
CDY	ERR1025633	S_Kalash-1	SouthAsia	XY	57	3.35294117647059
HSFY	ERR1025633	S_Kalash-1	SouthAsia	XY	34	2
RBMY1A1	ERR1025633	S_Kalash-1	SouthAsia	XY	95	5.58823529411765
PRY	ERR1025633	S_Kalash-1	SouthAsia	XY	61	3.58823529411765
BPY2	ERR1025633	S_Kalash-1	SouthAsia	XY	50	2.94117647058824
DAZ	ERR1025633	S_Kalash-1	SouthAsia	XY	65	3.82352941176471
chrY.background	ERR1025633	S_Kalash-1	SouthAsia	XY	17	1
TGIF2LY	ERR1025635	S_Karitiana-1	America	XY	9	0.428571428571429
PCDH11Y	ERR1025635	S_Karitiana-1	America	XY	11	0.523809523809524
SRY	ERR1025635	S_Karitiana-1	America	XY	19	0.904761904761905
RPS4Y1	ERR1025635	S_Karitiana-1	America	XY	21	1
ZFY	ERR1025635	S_Karitiana-1	America	XY	21	1
AMELY	ERR1025635	S_Karitiana-1	America	XY	21	1
TBL1Y	ERR1025635	S_Karitiana-1	America	XY	20	0.952380952380952
PRKY	ERR1025635	S_Karitiana-1	America	XY	19	0.904761904761905
USP9Y	ERR1025635	S_Karitiana-1	America	XY	22	1.04761904761905
DBY	ERR1025635	S_Karitiana-1	America	XY	22	1.04761904761905
UTY	ERR1025635	S_Karitiana-1	America	XY	22	1.04761904761905
TMSB4Y	ERR1025635	S_Karitiana-1	America	XY	20	0.952380952380952
NLGN4Y	ERR1025635	S_Karitiana-1	America	XY	21	1
TXLNGY	ERR1025635	S_Karitiana-1	America	XY	21	1
KDM5D	ERR1025635	S_Karitiana-1	America	XY	21	1
EIF1AY	ERR1025635	S_Karitiana-1	America	XY	20	0.952380952380952
RPS4Y2	ERR1025635	S_Karitiana-1	America	XY	21	1
TSPY	ERR1025635	S_Karitiana-1	America	XY	543	25.8571428571429
VCY	ERR1025635	S_Karitiana-1	America	XY	26	1.23809523809524
XKRY	ERR1025635	S_Karitiana-1	America	XY	124	5.90476190476191
CDY	ERR1025635	S_Karitiana-1	America	XY	124	5.90476190476191
HSFY	ERR1025635	S_Karitiana-1	America	XY	126	6
RBMY1A1	ERR1025635	S_Karitiana-1	America	XY	174	8.28571428571429
PRY	ERR1025635	S_Karitiana-1	America	XY	78	3.71428571428571
BPY2	ERR1025635	S_Karitiana-1	America	XY	64	3.04761904761905
DAZ	ERR1025635	S_Karitiana-1	America	XY	83	3.95238095238095
chrY.background	ERR1025635	S_Karitiana-1	America	XY	21	1
TGIF2LY	ERR1025638	S_Kinh-2	EastAsia	XY	8	0.470588235294118
PCDH11Y	ERR1025638	S_Kinh-2	EastAsia	XY	9	0.529411764705882
SRY	ERR1025638	S_Kinh-2	EastAsia	XY	17	1
RPS4Y1	ERR1025638	S_Kinh-2	EastAsia	XY	17	1
ZFY	ERR1025638	S_Kinh-2	EastAsia	XY	18	1.05882352941176
AMELY	ERR1025638	S_Kinh-2	EastAsia	XY	17	1
TBL1Y	ERR1025638	S_Kinh-2	EastAsia	XY	17	1
PRKY	ERR1025638	S_Kinh-2	EastAsia	XY	15	0.882352941176471
USP9Y	ERR1025638	S_Kinh-2	EastAsia	XY	18	1.05882352941176
DBY	ERR1025638	S_Kinh-2	EastAsia	XY	17	1
UTY	ERR1025638	S_Kinh-2	EastAsia	XY	18	1.05882352941176
TMSB4Y	ERR1025638	S_Kinh-2	EastAsia	XY	15	0.882352941176471
NLGN4Y	ERR1025638	S_Kinh-2	EastAsia	XY	17	1
TXLNGY	ERR1025638	S_Kinh-2	EastAsia	XY	17	1
KDM5D	ERR1025638	S_Kinh-2	EastAsia	XY	17	1
EIF1AY	ERR1025638	S_Kinh-2	EastAsia	XY	17	1
RPS4Y2	ERR1025638	S_Kinh-2	EastAsia	XY	16	0.941176470588235
TSPY	ERR1025638	S_Kinh-2	EastAsia	XY	443	26.0588235294118
VCY	ERR1025638	S_Kinh-2	EastAsia	XY	22	1.29411764705882
XKRY	ERR1025638	S_Kinh-2	EastAsia	XY	34	2
CDY	ERR1025638	S_Kinh-2	EastAsia	XY	74	4.35294117647059
HSFY	ERR1025638	S_Kinh-2	EastAsia	XY	35	2.05882352941176
RBMY1A1	ERR1025638	S_Kinh-2	EastAsia	XY	127	7.47058823529412
PRY	ERR1025638	S_Kinh-2	EastAsia	XY	75	4.41176470588235
BPY2	ERR1025638	S_Kinh-2	EastAsia	XY	66	3.88235294117647
DAZ	ERR1025638	S_Kinh-2	EastAsia	XY	97	5.70588235294118
chrY.background	ERR1025638	S_Kinh-2	EastAsia	XY	17	1
TGIF2LY	ERR1347655	S_Luhya-2	Africa	XY	7	0.4375
PCDH11Y	ERR1347655	S_Luhya-2	Africa	XY	8	0.5
SRY	ERR1347655	S_Luhya-2	Africa	XY	18	1.125
RPS4Y1	ERR1347655	S_Luhya-2	Africa	XY	17	1.0625
ZFY	ERR1347655	S_Luhya-2	Africa	XY	18	1.125
AMELY	ERR1347655	S_Luhya-2	Africa	XY	16	1
TBL1Y	ERR1347655	S_Luhya-2	Africa	XY	16	1
PRKY	ERR1347655	S_Luhya-2	Africa	XY	14	0.875
USP9Y	ERR1347655	S_Luhya-2	Africa	XY	18	1.125
DBY	ERR1347655	S_Luhya-2	Africa	XY	18	1.125
UTY	ERR1347655	S_Luhya-2	Africa	XY	18	1.125
TMSB4Y	ERR1347655	S_Luhya-2	Africa	XY	16	1
NLGN4Y	ERR1347655	S_Luhya-2	Africa	XY	16	1
TXLNGY	ERR1347655	S_Luhya-2	Africa	XY	18	1.125
KDM5D	ERR1347655	S_Luhya-2	Africa	XY	17	1.0625
EIF1AY	ERR1347655	S_Luhya-2	Africa	XY	17	1.0625
RPS4Y2	ERR1347655	S_Luhya-2	Africa	XY	16	1
TSPY	ERR1347655	S_Luhya-2	Africa	XY	458	28.625
VCY	ERR1347655	S_Luhya-2	Africa	XY	19	1.1875
XKRY	ERR1347655	S_Luhya-2	Africa	XY	33	2.0625
CDY	ERR1347655	S_Luhya-2	Africa	XY	53	3.3125
HSFY	ERR1347655	S_Luhya-2	Africa	XY	34	2.125
RBMY1A1	ERR1347655	S_Luhya-2	Africa	XY	117	7.3125
PRY	ERR1347655	S_Luhya-2	Africa	XY	57	3.5625
BPY2	ERR1347655	S_Luhya-2	Africa	XY	48	3
DAZ	ERR1347655	S_Luhya-2	Africa	XY	65	4.0625
chrY.background	ERR1347655	S_Luhya-2	Africa	XY	16	1
TGIF2LY	ERR1025640	S_Mandenka-1	Africa	XY	6	0.4
PCDH11Y	ERR1025640	S_Mandenka-1	Africa	XY	8	0.533333333333333
SRY	ERR1025640	S_Mandenka-1	Africa	XY	16	1.06666666666667
RPS4Y1	ERR1025640	S_Mandenka-1	Africa	XY	16	1.06666666666667
ZFY	ERR1025640	S_Mandenka-1	Africa	XY	16	1.06666666666667
AMELY	ERR1025640	S_Mandenka-1	Africa	XY	15	1
TBL1Y	ERR1025640	S_Mandenka-1	Africa	XY	16	1.06666666666667
PRKY	ERR1025640	S_Mandenka-1	Africa	XY	14	0.933333333333333
USP9Y	ERR1025640	S_Mandenka-1	Africa	XY	16	1.06666666666667
DBY	ERR1025640	S_Mandenka-1	Africa	XY	16	1.06666666666667
UTY	ERR1025640	S_Mandenka-1	Africa	XY	16	1.06666666666667
TMSB4Y	ERR1025640	S_Mandenka-1	Africa	XY	14	0.933333333333333
NLGN4Y	ERR1025640	S_Mandenka-1	Africa	XY	15	1
TXLNGY	ERR1025640	S_Mandenka-1	Africa	XY	16	1.06666666666667
KDM5D	ERR1025640	S_Mandenka-1	Africa	XY	16	1.06666666666667
EIF1AY	ERR1025640	S_Mandenka-1	Africa	XY	16	1.06666666666667
RPS4Y2	ERR1025640	S_Mandenka-1	Africa	XY	16	1.06666666666667
TSPY	ERR1025640	S_Mandenka-1	Africa	XY	486	32.4
VCY	ERR1025640	S_Mandenka-1	Africa	XY	19	1.26666666666667
XKRY	ERR1025640	S_Mandenka-1	Africa	XY	29	1.93333333333333
CDY	ERR1025640	S_Mandenka-1	Africa	XY	47	3.13333333333333
HSFY	ERR1025640	S_Mandenka-1	Africa	XY	31	2.06666666666667
RBMY1A1	ERR1025640	S_Mandenka-1	Africa	XY	130	8.66666666666667
PRY	ERR1025640	S_Mandenka-1	Africa	XY	55	3.66666666666667
BPY2	ERR1025640	S_Mandenka-1	Africa	XY	47	3.13333333333333
DAZ	ERR1025640	S_Mandenka-1	Africa	XY	57	3.8
chrY.background	ERR1025640	S_Mandenka-1	Africa	XY	15	1
TGIF2LY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	8	0.5
PCDH11Y	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	8	0.5
SRY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	16	1
RPS4Y1	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	17	1.0625
ZFY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	18	1.125
AMELY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	17	1.0625
TBL1Y	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	15	0.9375
PRKY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	14	0.875
USP9Y	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	18	1.125
DBY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	16	1
UTY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	18	1.125
TMSB4Y	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	15	0.9375
NLGN4Y	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	17	1.0625
TXLNGY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	17	1.0625
KDM5D	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	17	1.0625
EIF1AY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	18	1.125
RPS4Y2	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	16	1
TSPY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	406	25.375
VCY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	19	1.1875
XKRY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	35	2.1875
CDY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	51	3.1875
HSFY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	34	2.125
RBMY1A1	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	114	7.125
PRY	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	56	3.5
BPY2	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	49	3.0625
DAZ	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	64	4
chrY.background	ERR1025644	S_Mongola-1	CentralAsiaSiberia	XY	16	1
TGIF2LY	ERR1025646	S_Oroqen-1	EastAsia	XY	8	0.470588235294118
PCDH11Y	ERR1025646	S_Oroqen-1	EastAsia	XY	9	0.529411764705882
SRY	ERR1025646	S_Oroqen-1	EastAsia	XY	18	1.05882352941176
RPS4Y1	ERR1025646	S_Oroqen-1	EastAsia	XY	18	1.05882352941176
ZFY	ERR1025646	S_Oroqen-1	EastAsia	XY	18	1.05882352941176
AMELY	ERR1025646	S_Oroqen-1	EastAsia	XY	17	1
TBL1Y	ERR1025646	S_Oroqen-1	EastAsia	XY	17	1
PRKY	ERR1025646	S_Oroqen-1	EastAsia	XY	16	0.941176470588235
USP9Y	ERR1025646	S_Oroqen-1	EastAsia	XY	19	1.11764705882353
DBY	ERR1025646	S_Oroqen-1	EastAsia	XY	19	1.11764705882353
UTY	ERR1025646	S_Oroqen-1	EastAsia	XY	18	1.05882352941176
TMSB4Y	ERR1025646	S_Oroqen-1	EastAsia	XY	18	1.05882352941176
NLGN4Y	ERR1025646	S_Oroqen-1	EastAsia	XY	18	1.05882352941176
TXLNGY	ERR1025646	S_Oroqen-1	EastAsia	XY	18	1.05882352941176
KDM5D	ERR1025646	S_Oroqen-1	EastAsia	XY	18	1.05882352941176
EIF1AY	ERR1025646	S_Oroqen-1	EastAsia	XY	18	1.05882352941176
RPS4Y2	ERR1025646	S_Oroqen-1	EastAsia	XY	18	1.05882352941176
TSPY	ERR1025646	S_Oroqen-1	EastAsia	XY	489	28.7647058823529
VCY	ERR1025646	S_Oroqen-1	EastAsia	XY	20	1.17647058823529
XKRY	ERR1025646	S_Oroqen-1	EastAsia	XY	33	1.94117647058824
CDY	ERR1025646	S_Oroqen-1	EastAsia	XY	41	2.41176470588235
HSFY	ERR1025646	S_Oroqen-1	EastAsia	XY	37	2.17647058823529
